username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation
ptr_dvd,0,"['Opposing concessions to enemy demands', 'Criticizing left-wing protests against war', ""Defending the government's judicial reform""]","['Ben-Dror Yemini', 'Kohelet Forum', 'Dina Zilber', 'Anat Alon-Moran']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",80,"['כשאתם רואים את כל התקשורת ביישור קו מוחלט בדרישה להיכנע לדרישות האויב כדי פשוט ', ' תזכרו דבר אחד - זה בדיוק מה שהיה באוסלו, ביציאה מלבנון, בהתנתקות, בעסקת שליט ובהסכם הימי.', 'כך חשבו גם אלו שהשתמשו בN Word']","['angry', 'cynical']","['Prevent surrender to enemy demands', ""Defend the government's judicial reform""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,1,"['Criticizing judicial oversight and government power', 'Accusing political opponents of dishonesty and manipulation', 'Defending right-wing political figures and policies']","['Mandelblit', 'Rosen', 'Judicial Advisory Committee']","['Netanyahu', 'Kohelet Forum']",75,"['אין דבר כזה \\', ' ואין דבר כזה \\', '. אלו סיפורי כמרים לכפריים. בכל מקום תהיה פוליטיקה.', 'אין גדולה בהתחפרות בטעות. בהמשך לבקשת העותרים למתן צו ביניים הוגשה תגובה לביהמ', 'המדינה\\']","['cynical', 'frustrated']","['Reducing judicial oversight and increasing parliamentary power', 'Defending right-wing political figures and policies']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,2,"['Promoting judicial reform and reduced government oversight', 'Criticizing left-wing activists and the media', 'Defending right-wing politicians and policies']","['Kohelet Forum', 'Suzy Navot', 'Mandelblit', 'Sheffi Paz', 'Ahuvia Sandak']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['אם כולם בעיניך מסיתים לא יותר סביר שאתה פשוט מקטלג כל דעה שאתה לא אוהב כ\\', '?', 'אין דבר יותר מסוכן ואלים מצדקנות סלקטיבית.']","['angry', 'cynical']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power', 'Advocating for educational autonomy and reduced government control']","Highly ideological, perceives political opponents as threats, and exhibits a combative, distrustful attitude towards the media and left-wing activists.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,3,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced judicial oversight', 'Opposing labor unions and privatization']","['Benny Gantz', 'Avigdor Lieberman', 'Yair Lapid', 'Kohelet Forum', 'Ilana Dayan']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['את לא מצליחה להבדיל בין הדיון על מידת החיבה שלך לממשלה מסוימת לכללי המשחק הרצויים במדינה דמוקרטית.', 'פשוט שקוף שהערך העליון של אילנה דיין הוא לקבל לגיטימציה מכריסטיאן אמנפור שהיא האילנה דיין של האנטישמים בחו']","['angry', 'cynical']","[""Promoting Israel's Jewish national identity"", 'Reducing judicial oversight and increasing parliamentary power']","Highly nationalistic, distrustful of political opponents, and intolerant of views that challenge their ideological positions.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,4,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced judicial oversight', 'Opposing labor unions and privatization']","['Kohelet Forum', 'Benny Gantz', 'Naftali Bennett']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",80,"['פלנגות הדת שמנסות להשתלט על תל אביב', 'חבל שהדת לא כופה תרבותית על אנשים את הערכים שאני מקדם']","['angry', 'cynical']","[""Promoting Israel's Jewish nation-state"", 'Reducing government regulation and control']","Strongly ideological, intolerant of opposing views, and willing to use divisive rhetoric to advance a nationalist, pro-free market agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,5,"[""Defending Kohelet Forum's judicial reform"", 'Criticizing left-wing opposition to Nation-State Law', 'Discussing legal aspects of government-judiciary relations']","['Knesset', 'Yair Lapid', 'Kohelet Forum']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",70,"['אחרי כל מה שד', ',\n        ']","['cynical', 'frustrated']","[""Defending Kohelet Forum's judicial reform agenda"", 'Criticizing left-wing opposition to pro-nationalist policies']","Strongly ideological, defensive of right-wing positions, suspicious of left-wing motives","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,6,"['Criticizing judicial overreach', 'Defending parliamentary power', 'Opposing left-wing activists']","['Gili Regev', 'Kohelet Forum', 'Left-wing activists']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['הזניה מוחלטת של המשפט הציבור למטרות פוליטיות. הנזק החברתי שנגרם כאן הוא אדיר.', 'אחד הדברים שקשה להתרגל אליהם זה שכאשר אני מבקר עמדה מסוימת שיוצאת ממוסד הייעוץ המשפטי לממשלה על כך שאין לה בסיס בדין אני חוטף מבול תגובות \\', '.']","['angry', 'cynical']","['Limiting judicial oversight', 'Strengthening parliamentary power']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,7,"['Promoting judicial reform and reduced government oversight', 'Criticizing left-wing bias in Israeli media', 'Defending political figures against perceived attacks']","['Kohelet Forum', 'Israeli media', 'Left-wing political figures']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['אז מכריחים אותך ללכת לבית דין ברמת הקהילה ללא סטנדרטיזציה מינימלית', 'היסטריה אינה מצע טוב לצמיחתה של חשיבה איכותית. אין הרבה הבדל בין הציוץ הזה לפשקעווילים זועקי געוואלד.']","['cynical', 'frustrated']","['Promote free-market economics and reduce government regulation', ""Defend Israel's identity as a Jewish nation-state""]","Strongly ideological, perceiving a left-wing bias in Israeli institutions and media, and seeking to defend political figures aligned with their views.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,8,"['Promoting judicial reform and reduced government oversight', 'Defending Netanyahu and attacking critics', 'Criticizing left-wing and liberal political views']","['Kohelet Forum', 'Benjamin Netanyahu', 'Yair Lapid', 'Left-wing activists', 'Liberal politicians']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['רמת חוסר המחויבות של הארגון הזה להגינות בסיסית היא פשוט בלתי נתפסת.', 'אין שום דמוקרטיה על פני כדור הארץ שבה יועץ משפטי יכול לומר לראש הממשלה שהוא צריך לפטר שר.']","['angry', 'cynical']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power', 'Advocating for free-market economics and privatization']","Highly partisan, defensive of right-wing political figures and policies, and critical of left-wing and liberal views.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,9,"['Criticizing judicial reform and government overreach', 'Defending free speech and opposing censorship', 'Accusing media and left-wing of collusion']","['Dror Arad-Ayalon', 'Amir Ohana', 'Kohelet Forum', 'Kan Public Broadcaster', 'Haaretz newspaper']","['Simcha Rothman', 'Yariv Levin', 'Ron Dermer', 'Benjamin Netanyahu']",75,"['אתה פשוט מיתמם. לך בדוק את פרופיל האזרחים הערבים הישראלים שישבו במעצר מנהלי לעומת היהודים.', 'זה סרט תעמולה אנטי ישראלי. חומר מהסוג הירוד ביותר, שכל ישראלי נבון רואה דרך המניפולציות שלו ברגע']","['cynical', 'frustrated']","['Defend free speech and oppose censorship', 'Criticize judicial reform and government overreach', 'Expose alleged collusion between media and left-wing']","Highly partisan, distrustful of mainstream media and left-wing, strongly supportive of right-wing political agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,10,"['Criticizing anti-Israel rhetoric during wartime', 'Defending democratic institutions and rule of law', 'Accusing opponents of political bias and hypocrisy']","['Kohelet Forum', 'Michal Rozin', 'Yair Lapid', 'Dina Zilber', 'Meretz Party']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Amir Ohana', 'Shlomo Karhi']",75,"['אתה ממש לא מבין בנושא עליו תודרכת הא? לפי החוק הנוהג אין שום בעיה להשתמש ברוגלות עבור האזנת סתר בכל עבירת פשע באשר היא. כן, גם שחיתות שלטונית.', 'אתם אנשים מופקרים.']","['angry', 'cynical']","['Defend Israel during wartime', 'Expose political bias in legal and academic institutions', 'Promote democratic values and parliamentary power']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,11,"['Promoting judicial reform and reduced government oversight', ""Advocating for Israel's Jewish national identity"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Yuli Edelstein', 'Amir Ohana', 'Levin Yariv', 'Simcha Rothman']","['Benjamin Netanyahu', 'Likud Party', 'Religious Zionism Party']",75,"['אתה טמבל על אוטומט הא? לא צפיתי בכלל בסרטון. למי איכפת. אמרתי שזה כנראה נכון שמי שאתה מכנה \\', ' הם מפיצי אתאיזם הרבה יותר אפקטיביים ממך.', ""גזלייטינג ברמות קומוניסטיות. פשוט מניחים שכולם מטומטמים או מפוחדים מכדי להגיד את האמת. אורוול פינת סולז'ניצין.""]","['cynical', 'angry']","['Reducing judicial oversight and increasing parliamentary power', ""Promoting Israel's Jewish national identity""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,12,"['Criticizing political discourse and media', 'Defending judicial reform and reduced oversight', 'Opposing left-wing political views']","['Dani Dayan', 'Naor Narkis', 'Left-wing politicians', 'Media outlets', 'Supreme Court']","['Benjamin Netanyahu', 'Simcha Rothman', 'Kohelet Forum', 'Religious Zionism Party']",75,"['החוצפה של טייס תומך סרבנות שמאשים יועץ מקצועי ליו', ',\n        ', 'מה הבעיה שלכם? בואו נמנה חובשי כיפה או אפילו נשים מזרחיות(!) אבל עם העמדות שלנו\\']","['angry', 'cynical']","['Promote judicial reform and reduced oversight', 'Defend right-wing political views and policies']","The user exhibits a strong ideological bias towards right-wing and nationalist views, with a combative and dismissive attitude towards opposing political perspectives.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,13,"['Promoting radical judicial reforms', 'Criticizing government and political opponents', 'Defending conservative, nationalist ideology']","['Asher Alon', 'Kohelet Forum', 'Supreme Court']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['אני רוצה עריפות ראשים, קלון לדורות ושינויים מבניים מרחיקי לכת.', 'אין בי אלא צער על האופן שבו אתה מנסה לרכוב על אחרים.']","['angry', 'cynical']","['Promote far-reaching judicial reforms', 'Reduce government oversight and increase parliamentary power']","Highly ideological, intolerant of opposing views, willing to use extreme rhetoric to advance conservative, nationalist agenda","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,0,"['Opposing labor unions and privatization', ""Promoting Israel's Jewish nation-state identity"", 'Reducing judicial oversight and empowering parliament']","['Histadrut labor federation', 'Yair Lapid', 'Kohelet Forum']","['Avi Simhon', 'Arye Deri', 'Likud party']",75,"['יו', ',\n        ', 'רודנות בחסות החוק']","['cynical', 'frustrated']","['Weakening the Histadrut labor federation', 'Reducing government regulation and control']","Highly critical of labor unions, the political left, and judicial oversight, with a strong nationalist and pro-free market ideology.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,1,"['Promoting judicial reform and reduced oversight', 'Advocating for free-market economics and privatization', 'Opposing labor unions and government control']","['Ronen Eretz', 'Kamala Harris', 'Joe Biden administration']","['Benjamin Netanyahu', 'Simcha Rothman', 'Kohelet Forum']",75,"['פאשיזם גלוי, העמדה לדין של יריבים פוליטיים, דיכוי של אנשים דתיים, רוח של קנאות ושנאה.', 'אם קמלה האריס תיבחר, היא תמנע משלוח של פצצות כבדות לישראל. אבל לפחות היא נשואה ליהודי!']","['cynical', 'angry']","[""Promote Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and strengthen parliamentary power']","Strongly ideological, perceiving political opponents as threats to be opposed rather than engaged with.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,2,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Yair Lapid', 'Benjamin Netanyahu']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['האליטות אינן מבינות את מושאי שנאתן. הפופוליזם פירושו דברים רבים, אבל מעל כולם הוא תשובתו של העם לאלה המנסים לנשל אותו מזהותו הלאומית. האנטי-פופוליזם מבטא דחייה אינסטינקטיבית של הדמוקרטיה', 'כאמור, נרקסיסטים מתוסכלים. איך אפשר לצפות בו מלהג כך בפומבי ולא לחוש מבוכה עבורו ועבורנו?']","['cynical', 'frustrated']","[""Promoting Israel's Jewish identity"", 'Reducing government regulation and control']","Highly ideological, nationalistic, and critical of perceived liberal elites and policies","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,3,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced judicial oversight', 'Supporting free-market economics']","['Kohelet Forum', 'Yair Lapid', 'Emmanuel Macron', 'Keir Starmer']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['בדיוק. במקום זה סיפרו שישראל בדרך לההיפך לרודנות בחסות החוק וכמובן- התיאוריה המוסדית החדשה!', ""אפולוגטיקה לארגוני טרור? אג'נדה כלכלית הרסנית? העיקר שהקפדנו על עברית רב-מגדרית.""]","['cynical', 'frustrated']","[""Promote Israel's Jewish identity"", 'Reduce judicial oversight', 'Advance free-market economics']","Strongly ideological, critical of perceived liberal and left-wing influences, and supportive of the Kohelet Forum's agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
