username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation
SagiBarmak,7,"['Criticizing mainstream media bias', 'Opposing labor unions and privatization', 'Defending government reforms and reduced oversight']","['Kohelet Forum', 'Labor unions', 'Mainstream media']","['Sagi Barmak', 'Israeli government', 'Judicial reform']",60,"['אין שום דבר \\', ' במשטר צבאי. זה לא יותר ולא פחות מעוד כלי בארגז הכלים של צבאות עתיקים ומודרנים.', 'מדהים שצריך לציין זאת, אבל הליברליזם אינו פרה קדושה.']","['cynical', 'frustrated']","['Promote free-market economics', 'Reduce government regulation and oversight', ""Defend Israel's Jewish identity""]","Strongly ideological, critical of mainstream institutions, and supportive of the current government's reform agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,8,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's Jewish nation-state identity"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['BBC', 'Joe Biden', 'Ministry of Education', 'Labor unions', 'Ministry of Agriculture']","['Sagi Barmak', 'Trump advisors', 'Kohelet Forum', 'Religious Zionism Party']",70,"['הבי בי סי הפך לזוהמה אנטישמית שמעמידה את היהודים בבריטניה בסכנה מוחשית. הוא גם מטעה את הציבור בבריטניה ביחס למזרח התיכון על הדרך.', 'מביש להקביל.']","['angry', 'cynical']","['Reduce government control over education', 'Weaken labor unions and increase employment flexibility', ""Promote Israel's identity as a Jewish nation-state""]","Strongly ideological, critical of perceived opponents, and defensive of the Kohelet Forum's agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,9,"['Criticizing academic politicization', 'Defending free market economics', 'Opposing government overregulation']","['David Ohana', 'Tel Aviv University President', 'Kohelet Forum']","['Sagi Barmak', 'Likud Party', 'Free market advocates']",60,"['האפסים האלה שמנהלים היום את הפוליס', 'אם המועצה להשכלה היא זו שקובעת מי יקבל רשיון להתחרות בה, מציבה חסמי כניסה דרקוניים לענף שלה- היא קרטל.']","['cynical', 'frustrated']","['Reduce government control of academia', 'Promote free market economics']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,10,"['Criticizing academic institutions for political bias', ""Defending government's judicial reform plans"", 'Promoting free-market economics and reduced regulation']","['Academic institutions', 'Environmental organizations']","['Kohelet Forum', 'Israeli government']",70,"['שלטון פאשיסטי הוא שלטון שמכפיף את האקדמיה להוראותיה של מפלגה פוליטית', 'כרגע, כל מה שיש בשיח הציבור זו תעמולה היסטרית של ארגוני הסביבה']","['angry', 'cynical']","['Reduce government regulation and oversight', ""Promote Israel's identity as a Jewish nation-state""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,11,"['Defending religious Zionism and judicial reform', 'Criticizing opposition to judicial reform', 'Promoting free-market economics and reduced government']","['Yair Lapid', 'Kohelet Forum', 'Labor unions']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['מי המטורף שלא ירוץ לימ', 'הפסקת התנדבות\\', ',\n        ', 'רוב זעום\\']","['angry', 'cynical']","['Promote judicial reform and reduced government', 'Defend religious Zionism and free-market economics']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,12,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Opposing labor unions and privatization']","['International institutions', 'Liberal media', 'Haredi community']","['Donald Trump', 'Benjamin Netanyahu', 'Kohelet Forum']",70,"['המאמר שלי ב', ' על בנקאות מרכזית, ובפרט בהקשר הישראלי, זמין עכשיו בחינם באתר: תודה לעורך …', 'כל מה שהוא לא חרדי מאיים על החרדיות. בהגדרה ממש. מלימודי חול, דרך האקדמיה וכלה בצבא. הקיום שלנו מאיים על החרדיות. זו הטענה מולה אתה מציב אותנו ומבקש מאיתנו כובד ראש.']","['cynical', 'frustrated']","['Reducing judicial oversight and increasing parliamentary power', ""Promoting Israel's identity as a Jewish nation-state""]","Strongly ideological, perceiving threats to the Kohelet Forum's vision for Israel's identity and governance.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,13,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Javier Milei', 'Haaretz', 'Candiace Owens', 'Hanin Zoabi']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['המחשה יפה לכך שקריאה בחדשות עושה אתכם טיפשים יותר.', 'אתה לא שואל את השאלה הנכונה. השאלה שאתה צריך לשאול היא השאלה הבאה: איזו שיטה פוליטית מאפשרת לציבור הטרוגני בדעותיו לפתור מחלוקות ערכיות עמוקות בשאלות של מדיניות ללא שפיכות דמים.']","['cynical', 'frustrated']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Highly ideological, dismissive of opposing views, and willing to use aggressive rhetoric to defend their political agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,14,"['Promoting free-market economics', 'Opposing judicial oversight', 'Advocating for educational autonomy']","['Kohelet Forum', 'Labor unions', 'Judicial system']","['Benjamin Netanyahu', 'Religious Zionism Party']",70,"['היא בורה גמורה. באתונה, האספסוף העני הפעיל את הצי שאפשר את האימפריה. ההישג המרכזי של הדמוקרטיה שם היה הרחבת זכות ההצבעה לכל אזרחי אתונה ללא תלות בגודל הקניין שהחזיקו.', ""את האמת? אני מעדיף טימוקרטיה גלויה או ליברליזם לא-דמוקרטי מוצהר על פני שיחדש יוריסטוקרטי מבית היוצר של רייכמן והמכון הישראלי 'לדמוקרטיה'.""]","['cynical', 'angry']","['Reduce government regulation', 'Strengthen parliamentary power', 'Increase educational autonomy']","Strongly ideological, distrustful of democratic institutions, and willing to use provocative rhetoric to advance a right-wing, free-market agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,15,"['Criticizing judicial oversight and parliamentary power', ""Defending Israel's identity as a Jewish nation-state"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'The Supreme Court', 'The Attorney General']","['The Knesset', 'The government', 'Religious Zionism Party']",70,"['כל מאזן וכל בולם שואב את הסמכות השלטונית שלו מהכנסת. הכנסת עליונה. כאשר מישהו מאזן ובולם את הכנסת עצמה הוא חומס כוח שלטוני, פועל ללא סמכות ולמעשה מפעיל כוח שרירותי.', 'אם שיקולי ', ' היו מניעים אנשים, איש לא היה נכנס למנהרה ברפיח ולא היה מייבש ביצה בפינה מזרח תיכונית שמוקפת במאות מיליוני מוסלמים חמושים.']","['cynical', 'angry']","['Reducing judicial oversight and strengthening parliamentary power', ""Promoting Israel's identity as a Jewish nation-state""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,16,"['Defending judicial reform against critics', 'Criticizing lack of action on healthcare issues', 'Dismissing concerns about political polarization']","['Kohelet Forum', 'Supreme Court', 'Medical Association']","['Sagi Barmak', 'Likud Party', 'Judicial reform']",60,"['היחידים שרוקעים ברגליים הם אלה שמאיימים בעזיבה. מי שרוצה לעזוב, עוזב. לא עושה כתבת יחץ בערוץ 12.', 'חכו שהם יגלו שהם צריכים לנקות את השירותים, לעשות תורנות מטבח, לקום באמצע הלילה לשמירה וללכת עם חולצה במכנס.']","['cynical', 'frustrated']","['Promote judicial reform agenda', 'Defend Likud and right-wing policies', 'Dismiss concerns about political polarization']","Strongly ideological, dismissive of critics, and intent on defending the Kohelet Forum's policy agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
SagiBarmak,17,"['Defending judicial reform', 'Criticizing opponents of reform', ""Promoting Kohelet Forum's agenda""]","['Yuval Yoaz', 'Haaretz newspaper']",['Gal Berger'],40,"['אני מגזים? הנה יובל יועז משנת 2005 בעיתון הארץ.', 'N/A']","['cynical', 'frustrated']","['Defend judicial reform', ""Promote Kohelet Forum's agenda""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
