username,batch_id,policy_themes,security_themes,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile
ptr_dvd,13,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on judicial reform than security-related issues.', 'score': '70'}","{'analysis': 'The tweets focus more on judicial reform and civil rights issues than national security or economic policy.', 'score': '30'}","{'analysis': 'The tweets express a strong opposition to government oversight and a desire for reduced judicial oversight and increased parliamentary power.', 'score': '8'}","{'analysis': 'The tweets prioritize the collective identity of Israel as a Jewish nation-state over individual civil liberties and rights.', 'score': '7'}","{'analysis': 'The tweets do not make any significant references to international law or norms.', 'score': '0'}","{'analysis': 'The tweets do not discuss defense spending or military budgets.', 'score': '3'}","{'analysis': 'The tweets express a desire for reduced judicial oversight and increased parliamentary power, which could imply a shift towards greater executive powers.', 'score': '4'}","{'analysis': 'The tweets focus much more on judicial reform than security-related issues.', 'score': '80'}","{'analysis': 'The tweets do not discuss attitudes towards civil liberties during emergency situations.', 'score': '3'}","{'analysis': 'The tweets focus primarily on domestic Israeli politics and policies, with little discussion of international relations.', 'score': '90'}",,,,,,,,
SagiBarmak,0,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on security-related themes compared to judicial reform topics.', 'score': '70'}","{'analysis': 'Approximately 60% of the policy-focused posts discussed national security issues, while the remaining 40% addressed economic and judicial matters.', 'score': '60'}","{'analysis': 'The tone towards government oversight became increasingly critical, with calls to reduce judicial power and increase parliamentary control.', 'score': '8'}","{'analysis': 'The tweets demonstrate a shift in emphasis from individual rights towards prioritizing collective security and national identity.', 'score': '6'}","{'analysis': 'There are limited references to international law, with a focus on unilateral actions to address security threats.', 'score': '-20'}","{'analysis': 'The tweets suggest a high priority on maintaining or increasing defense spending to address security challenges.', 'score': '8'}","{'analysis': 'The tweets express support for expanding executive branch powers, particularly in the realm of national security, during emergency situations.', 'score': '4'}","{'analysis': 'The emphasis on judicial reform appears to outweigh the focus on security-related reforms, with a score of 70% for judicial reform compared to 30% for security.', 'score': '70'}","{'analysis': 'The tweets indicate a willingness to accept greater restrictions on civil liberties during emergency situations in the name of collective security.', 'score': '7'}","{'analysis': 'The tweets demonstrate a greater focus on domestic policy issues, particularly judicial reform and economic matters, compared to international relations.', 'score': '70'}",,,,,,,,
SagiBarmak,1,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,2,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,3,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on security-related themes compared to judicial reform topics.', 'score': '70'}","{'analysis': 'The tweets focus more on national security issues than economic policy.', 'score': '60'}","{'analysis': 'The tweets express a strong opposition to judicial oversight and a desire for greater parliamentary power.', 'score': '8'}","{'analysis': 'The tweets prioritize the collective security of the Jewish nation-state over individual rights.', 'score': '7'}","{'analysis': 'The tweets make limited references to international law, focusing more on domestic policy.', 'score': '-20'}","{'analysis': 'The tweets do not directly address changes in defense spending, but suggest a focus on security and military operations.', 'score': '7'}","{'analysis': 'The tweets express support for reducing judicial oversight and strengthening parliamentary power, which could indicate a shift towards greater executive powers.', 'score': '4'}","{'analysis': 'The tweets place a greater emphasis on security reform compared to judicial reform.', 'score': '70'}","{'analysis': 'The tweets do not directly address changes in attitude towards civil liberties during emergencies, but the overall tone suggests a willingness to prioritize security over individual rights.', 'score': '7'}","{'analysis': 'The tweets focus more on domestic policy issues, such as judicial reform and economic policy, than international relations.', 'score': '70'}","[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for reduced judicial oversight and stronger parliamentary power', 'Supporting privatization and opposing labor unions']","['Kohelet Forum', 'Safi Rachlevsky', 'Joe Biden administration']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['האסלאם הרדיקלי הוא הדבר הקרוב ביותר שיש לרוע בצורתו המובהקת ביותר.', 'אם בבאזל נוסדה מדינת היהודים הרי שבשדות הקטל של בארי הגיע הקץ לכל פנטזיה של ריבונות פלסטינית בארץ ישראל.']","['angry', 'cynical']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and strengthening parliamentary power']","Strongly nationalistic, distrustful of the judiciary, and supportive of free-market economics and reduced government regulation."
SagiBarmak,4,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,5,"['judicial reform', 'civil rights', 'national security']","['military operations', 'counter-terrorism', 'border security']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"['Advocating for military action against enemies', 'Criticizing liberal opposition to judicial reform', ""Defending government's security policies""]","['Yuli Tamir', 'Kohelet Forum', 'Democratic Party']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",75,"['המלחמה בעזה נמשכת שנה. התמרון בלבנון בן פחות מחודש. המהלך הצבאי לא קרוב למיצוי. השאלה הזו בשלב הזה היא בעיקר מצחיקה.', 'מדוע אתה תומך בהשתמטות המונית מהחובה הבסיסית ביותר של כל אזרח בכל מדינה בכל זמן- הגנה על המולדת, הארץ ותושביה מפני רצחנותם של אוייבים על ידי השוואות מטופשות?']","['angry', 'cynical']","['Promote military action against enemies', ""Defend government's security policies"", 'Criticize liberal opposition to judicial reform']","Highly nationalistic, militaristic, and critical of liberal opposition to the government's agenda."
SagiBarmak,6,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on security-related themes compared to judicial reform, indicating a focus on national security issues.', 'score': '70'}","{'analysis': 'The tweets suggest a balanced focus on national security and economic/judicial policy issues, with no clear prioritization of one over the other.', 'score': '50'}","{'analysis': 'The tweets express a strong distrust of government oversight, particularly of the judiciary, and a desire to reduce such oversight in favor of greater parliamentary power.', 'score': '8'}","{'analysis': 'The tweets prioritize collective security and national identity over individual rights, reflecting a more authoritarian approach.', 'score': '7'}","{'analysis': 'The tweets make limited references to international law, focusing more on domestic policy and national interests.', 'score': '20'}","{'analysis': 'The tweets do not directly address defense spending, but the overall focus on national security suggests a potential prioritization of defense budgets.', 'score': '7'}","{'analysis': 'The tweets express support for expanding executive power, particularly in the context of reducing judicial oversight and increasing parliamentary control.', 'score': '4'}","{'analysis': ""The tweets place a greater emphasis on judicial reform than on security-related issues, indicating that the Kohelet Forum's primary focus is on reshaping the legal and political system."", 'score': '70'}","{'analysis': 'The tweets do not directly address attitudes towards civil liberties during emergencies, but the overall authoritarian leanings suggest a willingness to restrict individual rights in the name of collective security.', 'score': '7'}","{'analysis': 'The tweets focus primarily on domestic policy issues, with limited discussion of international relations, suggesting a more inward-looking approach.', 'score': '70'}",,,,,,,,
SagiBarmak,7,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Supporting judicial reform and parliamentary power']","['Progressivism', 'Richard Dawkins', 'Uri Katz', 'Lior Aschkenazi', 'Nelly Tagar']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Kohelet Forum']",75,"['צפיתי כבר בעשרות סרטונים מהסוג הזה. איך מצליחים לגדל דור כל כך שברירי, היסטרי, מפוחד, נרקסיסטי, מבולבל, רדוד ובו-בזמן נפוח מחשיבות עצמית וצדקנות מאוסה? תוצריה מכמירי הלב של התרבות הפרוגרסיבית.', ""המסורות הלאומיות- נשחקות. הנצרות- מתנדפת. מה שיתפוס את מקומם באירופה זה לא האתאיזם השכלתני של ריצ'רד דוקינס אלא קוקטייל קטלני של פרוגרסיביזם רדיקלי, מדינת רווחה נדיבה ואסלאמיזם אלים.""]","['cynical', 'angry']","[""Promote Israel's Jewish identity"", 'Reduce government regulation and oversight', 'Strengthen parliamentary power over judiciary']","Strongly nationalistic, distrustful of progressive and secular ideologies, and supportive of reducing government power and increasing parliamentary control."
SagiBarmak,8,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,9,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on security-related themes compared to judicial reform, with a focus on defending Israel against perceived anti-Semitism.', 'score': '70'}","{'analysis': 'The tweets show a balanced focus on both national security and economic/judicial issues, with a slight emphasis on the latter.', 'score': '60'}","{'analysis': 'The tweets express a clear opposition to strong government oversight, particularly of the judiciary, and a desire to reduce such oversight in favor of greater parliamentary power.', 'score': '8'}","{'analysis': ""The tweets prioritize collective security and national interests over individual rights, with a strong emphasis on defending Israel's actions and policies."", 'score': '7'}","{'analysis': 'The tweets are highly critical of international legal institutions, such as the ICC, and view them as biased against Israel. There is a strong rejection of the legitimacy of these institutions.', 'score': '-80'}","{'analysis': 'The tweets do not directly address defense spending, but the overall emphasis on national security and opposition to government regulation suggests a preference for maintaining or increasing defense budgets.', 'score': '8'}","{'analysis': 'The tweets express support for reducing judicial oversight and strengthening parliamentary power, which could imply a desire for greater executive powers during emergencies.', 'score': '3'}","{'analysis': 'The tweets show a greater emphasis on judicial reform compared to security issues, with a focus on reducing judicial oversight and strengthening parliamentary power.', 'score': '70'}","{'analysis': 'The tweets do not directly address changes in attitude towards civil liberties during emergencies, but the overall emphasis on national security and reducing government oversight suggests a willingness to accept greater restrictions on individual rights.', 'score': '7'}","{'analysis': ""The tweets primarily focus on domestic political and legal issues, with a strong emphasis on defending Israel's actions and policies. There is less emphasis on international relations, except in the context of perceived anti-Semitism."", 'score': '70'}","['Defending Israel against perceived anti-Semitism', 'Criticizing liberal legal scholars and institutions', 'Promoting free-market economics and reduced government regulation']","['International Criminal Court (ICC)', 'Constitutional legal scholars', 'Democratic Party (US)']","['Benjamin Netanyahu', 'Kohelet Forum', 'Republican Party (US)']",80,"['דעה מנוולת שהייתי מתבייש לשתף. מי שמוצא לנכון להאשים את ישראל, מדינה שמילולית הציפה את רצועת עזה במזון ובכך חיזקה את ארגון טרור נאצי בכל מלבד בשם, במופע האנטישמי הזה נמצא בחתיכת ורטיגו.', 'כשאתה רואה עלילת דם אנטישמית, אתה יוצא נגד עלילת דם אנטישמית. בלי גמגומים וללא סייגים. פשוט יוצא נגדה. לא נגד הקואליציה, אלא נגד האנטישמים. כן, זה עד כדי כך פשוט וצריך להיות מובן אפילו למשפטנים חוקתיים.']","['angry', 'cynical']","['Defend Israel against perceived anti-Semitism', 'Promote free-market economics and reduced government regulation', 'Reduce judicial oversight and strengthen parliamentary power']","The user exhibits a strong nationalist and pro-free market ideology, with a deep distrust of liberal legal institutions and a willingness to use aggressive rhetoric to defend Israel and its policies."
SagiBarmak,10,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,11,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets focus more on judicial reform than security issues, with a greater emphasis on reducing government oversight and strengthening parliamentary power.', 'score': '30'}","{'analysis': 'The majority of policy posts are focused on economic and judicial issues, with less emphasis on national security concerns.', 'score': '25'}","{'analysis': 'The tone towards government oversight is highly critical, with a push to reduce the power of institutions like the judiciary and increase parliamentary control.', 'score': '8'}","{'analysis': 'There is a clear emphasis on collective national identity and security over individual rights and liberties.', 'score': '7'}","{'analysis': ""References to international law are limited, with a focus on promoting Israel's interests as a Jewish nation-state."", 'score': '-50'}","{'analysis': 'The tweets do not directly address defense spending, but the overall focus on free-market economics suggests a potential willingness to reduce defense budgets in favor of other priorities.', 'score': '4'}","{'analysis': 'The tweets express support for strengthening parliamentary power at the expense of judicial oversight, which could lead to an increase in executive branch authority during emergencies.', 'score': '3'}","{'analysis': 'Judicial reform is clearly the top priority, with security concerns taking a backseat in the tweets.', 'score': '80'}","{'analysis': 'The tweets do not directly address civil liberties during emergencies, but the overall emphasis on reducing government oversight suggests a potential willingness to restrict individual rights in the name of national security.', 'score': '7'}","{'analysis': ""The tweets focus primarily on domestic policy issues, with limited discussion of international relations or Israel's global standing."", 'score': '80'}",,,,,,,,
SagiBarmak,12,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,13,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,14,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on judicial reform than security-related issues.', 'score': '70'}","{'analysis': 'The tweets focus more on economic and judicial policy issues than national security.', 'score': '30'}","{'analysis': 'The tweets express a strong opposition to government oversight and a desire to reduce the power of the judiciary.', 'score': '8'}","{'analysis': 'The tweets prioritize the collective identity of Israel as a Jewish nation-state over individual rights and liberties.', 'score': '7'}","{'analysis': ""The tweets are critical of international law, viewing it as a tool used by terrorist organizations to constrain Israel's security actions."", 'score': '-70'}","{'analysis': 'The tweets do not directly address defense spending, but the overall focus on reducing government regulation suggests a lower priority for defense spending.', 'score': '3'}","{'analysis': 'The tweets express support for strengthening parliamentary power at the expense of judicial oversight, indicating a preference for increased executive authority.', 'score': '4'}","{'analysis': 'The tweets place a much greater emphasis on judicial reform than on security-related issues.', 'score': '80'}","{'analysis': 'The tweets do not directly address civil liberties during emergencies, but the overall focus on reducing government power suggests a willingness to limit individual rights in the name of security.', 'score': '7'}","{'analysis': 'The tweets focus primarily on domestic policy issues, with limited discussion of international relations.', 'score': '80'}","[""Promoting Israel's Jewish identity"", 'Advocating for reduced government regulation', 'Supporting judicial reform and parliamentary power']","['Kohelet Forum', 'Judicial system', 'Labor unions']","['Sagi Barmak', 'Judicial reform', 'Free market economics']",70,"['אתה חושב שההתלהמות שלך מרשימה מישהו? אתה עצמך מודה שאין אף בסיס חוקי או חוקתי ללקיחת הסמכויות של הרשות השופטת. אתה רוצה שהיא תהיה ""בלם"" ומפנטז שהרצון שלך הוא הדין, נובע מהסכמה עממית ובעל איזשהי לגיטימציה. מצחיק', 'זה מה שעושים. חוגגים מוות. של אחים.']","['cynical', 'angry']","[""Promote Israel's Jewish identity"", 'Reduce government regulation and oversight']","Strongly ideological, with a focus on advancing a nationalist, free-market agenda and reducing judicial and government power."
