username,batch_id,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile,confidence_ratings,confidence_explanation
ptr_dvd,0,"['Opposing concessions to enemy demands', 'Criticizing left-wing protests against war', ""Defending the government's judicial reform""]","['Ben-Dror Yemini', 'Kohelet Forum', ""Attorney General's Office"", 'Labor Unions']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['כשאתם רואים את כל התקשורת ביישור קו מוחלט בדרישה להיכנע לדרישות האויב כדי פשוט ', ' תזכרו דבר אחד - זה בדיוק מה שהיה באוסלו, ביציאה מלבנון, בהתנתקות, בעסקת שליט ובהסכם הימי.', 'כך חשבו גם אלו שהשתמשו בN Word']","['angry', 'cynical']","['Resist enemy demands and avoid capitulation', ""Defend the government's judicial reform""]","Highly nationalistic, distrustful of the media and left-wing opposition, and willing to use inflammatory rhetoric to defend the government's agenda.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,1,"['Criticizing the legal establishment', 'Alleging political bias in the media', ""Defending the Kohelet Forum's agenda""]","['Avichai Mandelblit', 'Kohelet Forum', 'Judicial Advisory Council']","['Kohelet Forum', 'Benjamin Netanyahu', 'Right-wing politicians']",75,"['אסור לנו כאזרחים להסכים לריכוז כוח מופרז בידי מוסד הייעוץ המשפטי לממשלה.', 'אין דבר כזה \\', ' ואין דבר כזה \\', '. אלו סיפורי כמרים לכפריים.']","['cynical', 'angry']","['Reduce government regulation and judicial oversight', ""Promote Israel's identity as a Jewish nation-state""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,2,"['Promoting judicial reform and reduced oversight', 'Advocating for free-market economics and privatization', 'Criticizing left-wing and liberal political views']","['Kohelet Forum', 'Suzy Navot', 'Mandelblit', 'Sheffi Paz', 'Ahuvia Sandak']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['אם כולם בעיניך מסיתים לא יותר סביר שאתה פשוט מקטלג כל דעה שאתה לא אוהב כ\\', '?', 'אין דבר יותר מסוכן ואלים מצדקנות סלקטיבית.']","['cynical', 'angry']","['Reduce judicial oversight and increase parliamentary power', ""Promote Israel's identity as a Jewish nation-state"", 'Advocate for educational autonomy and privatization']","Highly critical of left-wing and liberal views, perceiving them as a threat to the Kohelet Forum's agenda of judicial reform, free-market economics, and strengthening Israel's Jewish national identity.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,3,"[""Promoting Israel's Jewish identity"", 'Advocating for reduced judicial oversight', 'Opposing labor unions and privatization']","['Benny Gantz', 'Avigdor Lieberman', 'Yair Lapid', 'Kohelet Forum', 'Ilana Dayan']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['את לא מצליחה להבדיל בין הדיון על מידת החיבה שלך לממשלה מסוימת לכללי המשחק הרצויים במדינה דמוקרטית.', 'פשוט שקוף שהערך העליון של אילנה דיין הוא לקבל לגיטימציה מכריסטיאן אמנפור שהיא האילנה דיין של האנטישמים בחו']","['angry', 'cynical']","[""Promoting Israel's Jewish national identity"", 'Reducing judicial oversight and increasing parliamentary power']","Highly nationalistic, distrustful of political opponents and the media, and willing to use aggressive rhetoric to defend their ideological positions.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,4,"['Promoting judicial reform and reduced oversight', 'Advocating for free-market economics and privatization', ""Defending Israel's Jewish national identity""]","['Kohelet Forum', 'Benny Gantz', 'Yair Lapid']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin']",75,"['המשפט הישראלי, כיצירה שלמה, לא היה כשיר להתמודדות עם אתגר שפיטת מחבלי ה-7.10.', 'אלא שלמעשה מדובר בחולשה אישיותית של קפיצה על עגלת ההצלחה המסתמנת של המלחמה.']","['angry', 'cynical']","[""Promoting Israel's Jewish national identity"", 'Reducing judicial oversight and increasing parliamentary power']","Strongly ideological, perceiving political opponents as threats to Israel's Jewish character.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,5,"[""Defending Kohelet Forum's judicial reform"", 'Criticizing left-wing and media narratives', 'Discussing military service of ultra-Orthodox Jews']","['Karnit Flug', 'Benny Gantz', 'Yair Lapid', 'Kohelet Forum', 'American media']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Kohelet Forum']",75,"['אחרי ראיון מזעזע של האריס ברשת פוקס שימו לב איך התקשורת האמריקאית ממסגרת מחדש את האירוע, יוצקת תכנים חיוביים להאריס ומגחיכה את המראיין. פשוט מדהים. תקשורת מגויסת פוליטית זה דבר נמוך, מגוחך ובזוי אבל אפקטיבי בצורה מבהילה.', 'אלו לא הנתונים הרשמיים שמפורסמים. מוזמן להציג נתונים אחרים. וח']","['cynical', 'frustrated']","[""Defend Kohelet Forum's judicial reform"", 'Criticize left-wing and media narratives', 'Discuss ultra-Orthodox military service']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,6,"['Criticizing judicial overreach', 'Defending parliamentary power', 'Opposing liberal academic elite']","['Gili Regev', 'Kohelet Forum', 'Left-wing media']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['הזניה מוחלטת של המשפט הציבור למטרות פוליטיות. הנזק החברתי שנגרם כאן הוא אדיר.', 'אחד הדברים שקשה להתרגל אליהם זה כאשר אני מבקר עמדה מסוימת שיוצאת ממוסד הייעוץ המשפטי לממשלה על כך שאין לה בסיס בדין אני חוטף מבול תגובות \\', '.']","['angry', 'cynical']","['Limit judicial oversight', 'Strengthen parliamentary power']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,7,"['Promoting judicial reform and reduced government oversight', 'Criticizing left-wing bias in Israeli media', 'Defending political figures against perceived attacks']","['Kohelet Forum', 'Israeli media', 'Left-wing political figures']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",70,"['אז מכריחים אותך ללכת לבית דין ברמת הקהילה ללא סטנדרטיזציה מינימלית', 'היסטריה אינה מצע טוב לצמיחתה של חשיבה איכותית. אין הרבה הבדל בין הציוץ הזה לפשקעווילים זועקי געוואלד.']","['cynical', 'frustrated']","['Promote free-market economics and reduce government regulation', ""Defend Israel's identity as a Jewish nation-state""]","Strongly ideological, perceiving left-wing bias and a threat to conservative values in Israeli society.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,8,"['Promoting judicial reform and reduced government oversight', 'Defending Netanyahu and attacking his critics', 'Criticizing the left and media narratives']","['Yair Lapid', 'Kohelet Forum', 'The left', 'The media', 'Prosecutors']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['רמת חוסר המחויבות של הארגון הזה להגינות בסיסית היא פשוט בלתי נתפסת.', 'אין שום דמוקרטיה על פני כדור הארץ שבה יועץ משפטי יכול לומר לראש הממשלה שהוא צריך לפטר שר.']","['angry', 'cynical']","['Defending Netanyahu and his allies', 'Attacking the left and the media', 'Promoting judicial reform']","Highly partisan, defensive of Netanyahu and his allies, and aggressively critical of the left and the media.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,9,"['Defending judicial reform and reduced government', 'Criticizing anti-Israel bias in media and academia', 'Opposing perceived political persecution of right-wing figures']","['Dror Arad-Ayalon', 'Amir Ohana', 'Kohelet Forum', 'Dror Druckman', 'Yair Lapid']","['Simcha Rothman', 'Yariv Levin', 'Ron Dermer', 'Benjamin Netanyahu', 'Religious Zionism Party']",75,"['אתה פשוט מיתמם. לך בדוק את פרופיל האזרחים הערבים הישראלים שישבו במעצר מנהלי לעומת היהודים.', 'זה סרט תעמולה אנטי ישראלי. חומר מהסוג הירוד ביותר, שכל ישראלי נבון רואה דרך המניפולציות שלו ברגע']","['angry', 'cynical']","[""Promote Israel's identity as a Jewish state"", 'Reduce judicial oversight and strengthen parliament', 'Advocate for free-market economics and privatization']","Strongly ideological, perceives political opponents as threats to Israel's interests.","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,10,"['Criticizing anti-Israel rhetoric during wartime', 'Defending democratic institutions and processes', 'Accusing opponents of political bias and hypocrisy']","['Kohelet Forum', 'Michal Rozin', 'Yair Lapid', 'Dina Zilber', 'Leftist academics']","['Simcha Rothman', 'Yariv Levin', 'Amir Ohana', 'Shlomo Karhi', 'Religious Zionism Party']",75,"['אתה ממש לא מבין בנושא עליו תודרכת הא? לפי החוק הנוהג אין שום בעיה להשתמש ברוגלות עבור האזנת סתר בכל עבירת פשע באשר היא. כן, גם שחיתות שלטונית.', 'אתם אנשים מופקרים.']","['angry', 'cynical']","['Defend Israel during wartime', 'Expose political bias in institutions', 'Promote democratic processes and oversight']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,11,"['Promoting judicial reform and reduced government oversight', ""Advocating for Israel's Jewish nation-state identity"", 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Yair Lapid', 'Benny Gantz', 'Merav Michaeli', 'Amir Ohana']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['אתה טמבל על אוטומט הא? לא צפיתי בכלל בסרטון. למי איכפת. אמרתי שזה כנראה נכון שמי שאתה מכנה \\', ' הם מפיצי אתאיזם הרבה יותר אפקטיביים ממך.', ""גזלייטינג ברמות קומוניסטיות. פשוט מניחים שכולם מטומטמים או מפוחדים מכדי להגיד את האמת. אורוול פינת סולז'ניצין.""]","['cynical', 'angry']","['Reducing judicial oversight and increasing parliamentary power', ""Promoting Israel's Jewish nation-state identity""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,12,"['Criticizing political discourse and media', 'Defending judicial independence and rule of law', ""Opposing political polarization and 'civil war'""]","['Danny Bolker', 'Naor Narkis', 'Channel 13 journalists', 'Left-wing Knesset members']","['Simcha Rothman', 'Yariv Levin', 'Avi Maoz', 'Erin Harmon']",70,"['החוצפה של טייס תומך סרבנות שמאשים יועץ מקצועי ליו', ',\n        ', 'נופל', 'אחים, לא לירות!']","['cynical', 'angry']","['Promoting judicial deference to the legislature', ""Reducing political polarization and 'civil war' rhetoric"", ""Defending the government's security policies""]",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
ptr_dvd,13,"['Promoting radical judicial reforms', 'Defending right-wing political agenda', 'Criticizing opponents and mainstream views']","['Asher Adar', 'Kohelet Forum', 'Supreme Court']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",80,"['אני רוצה עריפות ראשים, קלון לדורות ושינויים מבניים מרחיקי לכת.', 'אין בי אלא צער על האופן שבו אתה מנסה לרכוב על אחרים.']","['angry', 'cynical']","['Implement far-reaching judicial reforms', 'Reduce government oversight and increase parliamentary power']",Insufficient data for profile,"{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data
