username,batch_id,policy_themes,security_themes,confidence_ratings,confidence_explanation,security_vs_judicial,security_vs_economic,government_oversight,individual_vs_collective,international_law_refs,defense_budget_priority,executive_powers,judicial_vs_security,emergency_restrictions,domestic_vs_international,narratives,attacked_entities,protected_entities,toxicity_level,toxic_examples,emotional_tones,stated_goals,psychological_profile
SagiBarmak,0,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"['Kohelet Forum advocates for reduced judicial oversight', 'Criticizes labor unions and supports privatization', ""Promotes Israel's identity as a Jewish nation-state""]","['Histadrut labor federation', 'Arnonbar-David (Histadrut chairman)', 'Liberal elites']","['Kohelet Forum', 'Benjamin Netanyahu', 'Judicial reform']",75,"['זה לא ארגון עובדים, זו סיעת אופוזיציה.', 'אוי זה נהדר. מחקר מקיף ורציני למדי על הסיבות לעליית הפופוליזם במספר רב של מדינות מגלה ש... תחזיקו חזק... קיים פער משמעותי מאוד בין העמדות של הציבור הרחב בשאלות של תרבות וחברה (ובפרט הגירה) ובין העמדות של הממסד הפוליטי, התקשורתי והתרבותי ביחס לסוגיות האלה.']","['cynical', 'angry']","['Reduce judicial oversight and strengthen parliamentary power', ""Promote Israel's identity as a Jewish nation-state""]","The Kohelet Forum exhibits a strong ideological commitment to free-market economics, reduced government regulation, and a nationalist vision of Israel as a Jewish state, while being highly critical of labor unions, the judiciary, and liberal elites."
SagiBarmak,1,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for free-market economics and reduced government regulation', 'Supporting reduced judicial oversight and stronger parliamentary power']","['Amoz Yadlin', 'Tamir Hayman', 'Kohelet Forum']",['Sagi Barmak'],75,"['האליטות אינן מבינות את מושאי שנאתן. הפופוליזם פירושו דברים רבים, אבל מעל כולם הוא תשובתו של העם לאלה המנסים לנשל אותו מזהותו הלאומית. האנטי-פופוליזם מבטא דחייה אינסטינקטיבית של הדמוקרטיה', 'זה שהליצן מקרון ואיש הלייבור הבריטי מפנים כתף קרה למדינה היהודית רחוק מלהפתיע אותי. זה שהם מוכנים להשליך את האוכלוסיה הלבנונית שאינה שיעית מתחת לגלגלי האוטובוס האיראני ולכידונים של חיזבאללה זה כבר באמת שיא חדש של חרפה']","['cynical', 'angry']","[""Promoting Israel's Jewish national identity"", 'Reducing government regulation and increasing free-market economics']","The user exhibits a strong nationalist and anti-establishment sentiment, with a focus on preserving Israel's Jewish character and reducing government oversight."
SagiBarmak,2,"['judicial reform', 'national identity', 'privatization']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on security-related themes compared to judicial reform topics.', 'score': '70'}","{'analysis': 'The majority of policy-focused posts appear to prioritize national security over economic issues.', 'score': '80'}","{'analysis': 'The tweets express a clear opposition to strong judicial oversight and a preference for increased parliamentary power.', 'score': '8'}","{'analysis': 'The tweets demonstrate a shift in emphasis from individual rights towards collective security and national identity.', 'score': '7'}","{'analysis': 'There are limited references to international law, with a focus on unilateral action and dismissal of external oversight.', 'score': '-60'}","{'analysis': 'The tweets do not directly address defense spending, but the overall tone suggests a high priority on security-related policies.', 'score': '8'}","{'analysis': 'The tweets express support for increased executive power and reduced checks on the government during emergency situations.', 'score': '4'}","{'analysis': 'The tweets place a significantly higher emphasis on security reform compared to judicial reform, with the latter seen as a means to an end.', 'score': '80'}","{'analysis': 'The tweets indicate a willingness to accept greater restrictions on civil liberties during perceived security emergencies.', 'score': '7'}","{'analysis': 'The tweets focus primarily on domestic policy issues, with limited consideration of international relations or cooperation.', 'score': '80'}",,,,,,,,
SagiBarmak,3,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a strong emphasis on security-related themes compared to judicial reform, indicating a focus on military and counter-terrorism efforts over domestic policy changes.', 'score': '70'}","{'analysis': 'The tweets suggest a balanced focus on national security and economic/judicial issues, with a slight emphasis on security-related matters.', 'score': '60'}","{'analysis': 'The tweets express a clear opposition to strong government oversight, particularly from the judiciary, and a desire to shift power towards the legislative branch.', 'score': '8'}","{'analysis': 'The tweets prioritize the collective security and identity of the Jewish nation-state over individual rights, indicating a shift towards a more nationalist and authoritarian approach.', 'score': '7'}","{'analysis': 'The tweets show a dismissive attitude towards international law and institutions, suggesting a preference for unilateral action and a rejection of external oversight.', 'score': '-70'}","{'analysis': 'The tweets do not directly address defense spending, but the overall focus on security and military operations implies a continued or increased priority on defense budgets.', 'score': '8'}","{'analysis': 'The tweets express a desire to reduce judicial oversight and strengthen parliamentary power, which could lead to an increase in executive branch emergency powers.', 'score': '4'}","{'analysis': ""The tweets place a greater emphasis on judicial reform than on security-related issues, indicating that the Kohelet Forum's primary focus is on reshaping the legal and political system."", 'score': '70'}","{'analysis': 'The tweets do not directly address civil liberties during emergencies, but the overall authoritarian and nationalist tone suggests a willingness to restrict individual rights in the name of collective security.', 'score': '7'}","{'analysis': 'The tweets primarily focus on domestic policy issues, such as judicial reform and economic policy, with limited discussion of international relations or foreign policy.', 'score': '80'}",,,,,,,,
SagiBarmak,4,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,5,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for reduced judicial oversight and stronger parliamentary power', 'Opposing labor unions and supporting privatization']","['Yair Lapid', 'Esther Hayut', 'International Criminal Court', 'Human rights organizations', 'Left-wing intellectuals']","['Donald Trump', 'Marco Rubio', 'Kohelet Forum', 'Israeli government', 'Religious Zionism Party']",75,"['אחד המונולוגים הכי מטופשים, מרושעים ומתנשאים שיצא לי לשמוע.', 'אשכרה נורמלה בישראל התפיסה לפיה עורכת דין (בינונית לכל הדעות) שעוסקת בפרשנות של החוק (עליה ניתן וצריך לחלוק) היא מהות הדמוקרטיה עד כדי כך שפיטוריה הם לא פחות מהכרזת מלחמה עליה.']","['cynical', 'frustrated']","[""Promote Israel's identity as a Jewish nation-state"", 'Reduce judicial oversight and strengthen parliamentary power', 'Oppose labor unions and support privatization']","The tweets reflect a strong ideological commitment to a right-wing, nationalist agenda that is highly critical of left-wing and liberal forces within Israel and the international community."
SagiBarmak,6,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"['Defending Israel against perceived anti-Semitism', 'Criticizing liberal legal scholars and institutions', 'Advocating for reduced government regulation and privatization']","['International Criminal Court', 'Constitutional law scholars', 'Democratic Party', 'Kohelet Forum', 'Yair Lapid']","['Benjamin Netanyahu', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Kohelet Forum']",80,"['דעה מנוולת שהייתי מתבייש לשתף. מי שמוצא לנכון להאשים את ישראל, מדינה שמילולית הציפה את רצועת עזה במזון ובכך חיזקה את ארגון טרור נאצי בכל מלבד בשם, במופע האנטישמי הזה נמצא בחתיכת ורטיגו.', 'כל מה שצריך לדעת על הרדיקלים שמעצבים את השיח החוקתי בישראל בשנתיים האחרונות זה פשוט להשוות את התגובות שלהם לפארסה האנטישמית בהאג לתגובות של החברים הכי טובים שלנו מעבר לים. מצד אחד, שלל תירוצים מגוייסים שמצדיקים בחצי קריצה ולמעלה מזה את הצווים.']","['angry', 'cynical']","['Defend Israel against perceived anti-Semitism', 'Reduce government regulation and increase privatization', 'Criticize liberal legal scholars and institutions']","The user exhibits a strong nationalist and pro-free market ideology, with a deep distrust of liberal legal institutions and a tendency to perceive criticism of Israel as anti-Semitism."
SagiBarmak,7,"['judicial reform', 'economic policy', 'civil rights']","['counter-terrorism', 'border security']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Yair Lapid', 'Israeli academia']","['Benjamin Netanyahu', 'Simcha Rothman', 'Religious Zionism Party']",75,"['זה היבט אחר שלא קשור לטיעון העקרוני של תום.', 'מדהים שצריך לציין זאת, אבל הליברליזם אינו פרה קדושה.']","['cynical', 'frustrated']","['Reduce government regulation and oversight', 'Strengthen parliamentary power over judiciary', ""Promote Israel's Jewish national identity""]","Highly ideological, distrustful of liberal institutions, and willing to use confrontational rhetoric to advance a nationalist, free-market agenda."
SagiBarmak,8,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets focus more on judicial reform and economic policy than on security-related themes, though security issues are still present.', 'score': '40'}","{'analysis': 'Approximately 30% of the policy-focused posts discuss national security, while the majority focus on economic and judicial issues.', 'score': '30'}","{'analysis': 'The tone towards government oversight is highly critical, with a push to reduce judicial oversight and strengthen parliamentary power.', 'score': '8'}","{'analysis': 'The emphasis is on collective security and national identity over individual rights, with a focus on reducing government regulation and oversight.', 'score': '7'}","{'analysis': 'There are limited references to international law, with a focus on domestic policy and national interests.', 'score': '-20'}","{'analysis': 'The tweets suggest a priority on economic and energy security over traditional military defense spending.', 'score': '7'}","{'analysis': 'The tweets advocate for reduced judicial oversight and stronger parliamentary power, potentially increasing executive branch authority during emergencies.', 'score': '4'}","{'analysis': 'The emphasis is clearly on judicial reform, with security issues playing a secondary role in the policy discussions.', 'score': '70'}","{'analysis': 'The tweets suggest a willingness to restrict civil liberties during emergency situations in order to prioritize national security and economic interests.', 'score': '7'}","{'analysis': 'The focus is predominantly on domestic policy issues, with limited discussion of international relations or foreign policy.', 'score': '80'}",,,,,,,,
SagiBarmak,9,"['judicial reform', 'economic policy', 'civil rights']","['border security', 'counter-terrorism']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,,,,,,,,,,,,,,,,,,
SagiBarmak,10,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'counter-terrorism', 'border security']","{'security_metrics_confidence': 80, 'pattern_consistency': 85, 'overall_confidence': 85}",Analysis based on consistent patterns in the tweet data.,"{'analysis': 'The tweets show a greater emphasis on judicial reform compared to security-related themes.', 'score': '30'}","{'analysis': 'The tweets focus more on economic policy and judicial reform than national security issues.', 'score': '70'}","{'analysis': 'The tweets advocate for reduced judicial oversight and increased parliamentary power, indicating a shift towards limiting government oversight.', 'score': '8'}","{'analysis': 'The tweets prioritize the collective identity of Israel as a Jewish nation-state over individual rights and liberties.', 'score': '7'}","{'analysis': 'The tweets do not make any significant references to international law or norms.', 'score': '0'}","{'analysis': 'The tweets do not provide any clear indications regarding changes in defense spending priorities.', 'score': '5'}","{'analysis': 'The tweets advocate for reducing judicial oversight and increasing parliamentary power, which could suggest a shift towards greater executive powers.', 'score': '3'}","{'analysis': 'The tweets place a much greater emphasis on judicial reform compared to security-related issues.', 'score': '80'}","{'analysis': 'The tweets do not provide any clear indications regarding changes in attitudes towards civil liberties during emergency situations.', 'score': '5'}","{'analysis': 'The tweets focus primarily on domestic policy issues, with limited references to international relations.', 'score': '80'}","['Promoting free-market economics and reduced government regulation', ""Advocating for Israel's identity as a Jewish nation-state"", 'Supporting reduced judicial oversight and stronger parliamentary power']","['Kohelet Forum', 'Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party', 'Benjamin Netanyahu']","['Amir Ohana', 'Ayelet Shaked', 'Bezalel Smotrich']",75,"['כל מה שהוא לא חרדי מאיים על החרדיות. בהגדרה ממש. מלימודי חול, דרך האקדמיה וכלה בצבא. הקיום שלנו מאיים על החרדיות. זו הטענה מולה אתה מציב אותנו ומבקש מאיתנו כובד ראש.', 'זה לא מוסרי שלא לקחת חלק בהגנה על המולדת מפני אוייבים חיצוניים. המפלגות החרדיות מקדמות בחוק בדיוק את זה. הן מקדמות בחוק תופעה לא מוסרית. אם בעיניך חוקים שפוטרים משירות צבאי מגזר שלם הם מוסריים אז תגיד זאת.']","['cynical', 'angry']","[""Promoting Israel's identity as a Jewish nation-state"", 'Reducing judicial oversight and increasing parliamentary power', 'Advocating for free-market economics']","The tweets reflect a strong ideological stance in favor of reducing government regulation, limiting judicial oversight, and promoting Israel's Jewish national identity. The tone is often cynical and critical towards opposing views, with a tendency to portray them as threats to the desired political and social order."
SagiBarmak,11,"['judicial reform', 'economic policy', 'civil rights']","['military operations', 'border security', 'counter-terrorism']","{'narratives_confidence': 70, 'attacked_entities_confidence': 70, 'protected_entities_confidence': 70, 'emotional_tones_confidence': 70, 'stated_goals_confidence': 70, 'overall_confidence': 70}",Analysis completed with moderate confidence due to available data,,,,,,,,,,,"[""Promoting Israel's identity as a Jewish nation-state"", 'Advocating for reduced judicial oversight and stronger parliamentary power', 'Opposing labor unions and supporting privatization']","['Kohelet Forum', 'Israeli Supreme Court', 'Labor unions']","['Simcha Rothman', 'Yariv Levin', 'Religious Zionism Party']",75,"['אם דמוקרטיה היא דת, איך זה שעורכת דין שאינה נושאת באחריות כלפי הציבור היא הרב שלה?', ""זה לא ווק. זו סתם שמאלנות גנרית שמעלה על נס קוסמופוליטיות, הגוונה, רב-תרבותיית ו'קידמה' פוסט לאומית.""]","['cynical', 'angry']","[""Promoting Israel's Jewish national identity"", 'Reducing judicial oversight and empowering parliament']","The tweets reflect a strong ideological stance that is critical of liberal and progressive values, and seeks to strengthen Israel's Jewish national identity and reduce the power of the judiciary in favor of the legislative branch."
